event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show
9372082,2016-03-16T20:00:00-0700,Disturbed,Fillmore San Francisco,136.9,175.0,18,38.0,San Francisco,CA,Live Nation,NoPriceClass,0,455175,3
9383247,2016-03-28T19:30:00-0700,Underoath,The Warfield,43.8,999.0,21,93.0,San Francisco,CA,Songkick Tickets,$37.00,0,2357960,15
9426892,2016-03-23T19:00:00-0700,Coheed and Cambria,Nob Hill Masonic Auditorium,46.55,131.0,20,77.0,San Francisco,CA,Live Nation,NoPriceClass,0,200900,10
9428441,2016-03-25T21:00:00-0700,Greg Dulli,The Independent,43.79,199.0,11,34.0,San Francisco,CA,NoResults,NoResults,NoResults,NoResults,12
9428442,2016-04-01T21:00:00-0700,Field Music,The Independent,55.34,90.0,4,24.0,San Francisco,CA,Ticketfly,$15.00,0,399137,19
9440691,2016-04-01T21:00:00-0700,Anders Osborne,Fillmore San Francisco,52.72,116.0,7,49.0,San Francisco,CA,Live Nation,NoPriceClass,0,2610996,19
9452594,2016-03-22T20:00:00-0700,Daughter,Fillmore San Francisco,72.93,493.33,15,38.0,San Francisco,CA,Live Nation,NoPriceClass,0,201667,9
9454350,2016-04-01T20:30:00-0700,The Floozies,Mezzanine,49.7,49.99,2,12.0,San Francisco,CA,Ticketmaster,$17.00,0,115595,19
9455594,2016-05-25T20:00:00-0700,King Gizzard and The Lizard Wizard,The Independent,61.46,99.0,9,44.0,San Francisco,CA,Ticketfly,$15.00,0,4137561,73
9458624,2016-03-19T20:00:00-0700,Loreena McKennitt,Nob Hill Masonic Auditorium,96.9,359.0,20,53.0,San Francisco,CA,Live Nation,NoPriceClass,0,156551,6
9459672,2016-03-31T20:00:00-0700,Steve Hackett,The Warfield,119.32,248.98,18,53.0,San Francisco,CA,AXS,$59.00,0,486354,18
9461079,2016-03-26T21:00:00-0700,Polica,Fillmore San Francisco,49.7,70.68,13,53.0,San Francisco,CA,Live Nation,NoPriceClass,0,4665213,13
9461203,2016-03-19T21:00:00-0700,The Revivalists,The Independent,36.13,59.0,3,17.0,San Francisco,CA,Ticketfly,$20.00,1,593309,6
9462330,2016-03-29T19:30:00-0700,Abbath,Regency Ballroom,82.72,70.68,5,23.0,San Francisco,CA,Songkick Tickets,$37.00,0,74438,16
9462331,2016-04-07T20:00:00-0700,The Jezabels,Social Hall SF,138.2,115.0,1,4.0,San Francisco,CA,Songkick Tickets,$24.75,0,1154482,25
9462411,2016-03-28T20:00:00-0700,Wolfmother,Fillmore San Francisco,91.21,175.95,22,82.0,San Francisco,CA,Live Nation,NoPriceClass,0,192603,15
9463102,2016-04-04T20:00:00-0700,Rachel Platten,Regency Ballroom,15.35,500.0,35,171.0,San Francisco,CA,Songkick Tickets,$30.25,0,1988795,22
9468100,2016-03-30T20:00:00-0700,Elvis Costello,Nob Hill Masonic Auditorium,119.32,401.25,44,135.0,San Francisco,CA,Live Nation,NoPriceClass,0,201754,17
9468562,2016-04-18T20:00:00-0700,Deerhunter,Fillmore San Francisco,56.77,199.0,18,77.0,San Francisco,CA,Live Nation,NoPriceClass,0,222485,36
9469594,2016-03-22T19:30:00-0700,Slayer,The Warfield,130.29,225.0,19,53.0,San Francisco,CA,Songkick Tickets,$61.75,0,36137,9
